n_levels,seed,curve_id,vr_class,segment_count,segment_rmse_mean,segment_d1_rmse_mean,segment_d2_rmse_mean,position_error_abs_mean,amplitude_error_abs_mean,target_oscillation_range,pred_oscillation_range,oscillation_ratio,flatline_guard_pass
7,2,2,4.0,8,0.036434928336615616,0.02970998090698329,0.03395868254792077,0.1875,0.037397123873233795,2.609999895095825,2.5436242148280144,0.974568703856069,True
7,2,3,6.0,9,0.04708371631548729,0.03415179713219351,0.04149899538067857,1.2222222222222223,0.047665039698282875,2.499000072479248,2.482337713241577,0.9933323894540186,True
7,2,4,8.0,8,0.04001011606997359,0.03050118477446266,0.04372290755060945,0.125,0.04172186553478241,2.2760000228881836,2.2523348331451416,0.9896022893211524,True
7,2,5,10.0,8,0.06520656497667382,0.04245337325368051,0.03361051978251993,0.375,0.04100984334945679,1.9759999513626099,1.9140691757202148,0.9686585135795733,True
8,0,1,0.0,7,0.06431769978849994,0.0457982160148379,0.03010602839588299,1.2857142857142858,0.06513549600328718,2.8450000286102295,2.810433343052864,0.9878500227733737,True
8,0,2,4.0,8,0.03569065760866692,0.029376856218941625,0.033337950304111054,0.1875,0.03645280748605728,2.609999895095825,2.542171612381935,0.9740121511723663,True
8,0,3,6.0,9,0.04649364075645416,0.0335671631531352,0.04113817189745201,1.2222222222222223,0.047726988792419434,2.499000072479248,2.4802868366241455,0.9925117105592809,True
8,0,4,8.0,8,0.039095135706387646,0.029855736281975513,0.043829865666081574,0.125,0.04085475951433182,2.2760000228881836,2.2502336502075195,0.9886790982330628,True
8,0,5,10.0,8,0.06460954453300984,0.04193994606190477,0.03232263879702158,0.375,0.04187507927417755,1.9759999513626099,1.9103047847747803,0.9667534573862071,True
8,1,1,0.0,7,0.06431769978849994,0.0457982160148379,0.03010602839588299,1.2857142857142858,0.06513549600328718,2.8450000286102295,2.810433343052864,0.9878500227733737,True
8,1,2,4.0,8,0.03569065760866692,0.029376856218941625,0.033337950304111054,0.1875,0.03645280748605728,2.609999895095825,2.542171612381935,0.9740121511723663,True
8,1,3,6.0,9,0.04649364075645416,0.0335671631531352,0.04113817189745201,1.2222222222222223,0.047726988792419434,2.499000072479248,2.4802868366241455,0.9925117105592809,True
8,1,4,8.0,8,0.039095135706387646,0.029855736281975513,0.043829865666081574,0.125,0.04085475951433182,2.2760000228881836,2.2502336502075195,0.9886790982330628,True
8,1,5,10.0,8,0.06460954453300984,0.04193994606190477,0.03232263879702158,0.375,0.04187507927417755,1.9759999513626099,1.9103047847747803,0.9667534573862071,True
8,2,1,0.0,7,0.06431769978849994,0.0457982160148379,0.03010602839588299,1.2857142857142858,0.06513549600328718,2.8450000286102295,2.810433343052864,0.9878500227733737,True
8,2,2,4.0,8,0.03569065760866692,0.029376856218941625,0.033337950304111054,0.1875,0.03645280748605728,2.609999895095825,2.542171612381935,0.9740121511723663,True
8,2,3,6.0,9,0.04649364075645416,0.0335671631531352,0.04113817189745201,1.2222222222222223,0.047726988792419434,2.499000072479248,2.4802868366241455,0.9925117105592809,True
8,2,4,8.0,8,0.039095135706387646,0.029855736281975513,0.043829865666081574,0.125,0.04085475951433182,2.2760000228881836,2.2502336502075195,0.9886790982330628,True
8,2,5,10.0,8,0.06460954453300984,0.04193994606190477,0.03232263879702158,0.375,0.04187507927417755,1.9759999513626099,1.9103047847747803,0.9667534573862071,True
